Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,HTHG,HTAG,HTR,PSH,PSD,PSA
SP1,2022-02-27,Barcelona,Ath Bilbao,4,0,H,1.6,4.2,5.25,,,,,,,1,0,H,1.57,4.31,6.36
SP1,2022-02-28,Granada,Cadiz,0,0,D,2.0,3.3,4.0,,,,,,,0,0,D,2.02,3.4,4.27
SP1,2022-03-02,Mallorca,Sociedad,0,2,A,3.4,3.2,2.25,,,,,,,0,1,A,3.61,3.22,2.3
SP1,2022-03-04,Alaves,Sevilla,0,0,D,4.5,3.1,1.95,,,,,,,0,0,D,4.74,3.14,2.02
SP1,2022-03-05,Osasuna,Villarreal,1,0,H,3.5,3.4,2.1,,,,,,,0,0,D,3.77,3.41,2.15
SP1,2022-03-05,Espanol,Getafe,2,0,H,2.15,3.0,3.6,,,,,,,2,0,H,2.31,3.09,3.75
SP1,2022-03-05,Valencia,Granada,3,1,H,1.75,3.6,4.5,,,,,,,0,0,D,1.79,3.79,4.92
SP1,2022-03-05,Real Madrid,Sociedad,4,1,H,1.6,4.2,5.25,,,,,,,2,1,H,1.64,4.21,5.65
SP1,2022-03-06,Betis,Ath Madrid,1,3,A,3.0,3.2,2.37,,,,,,,1,1,D,3.28,3.25,2.44
SP1,2022-03-06,Celta,Mallorca,4,3,H,1.75,3.4,5.25,,,,,,,2,1,H,1.76,3.51,5.82
SP1,2022-03-06,Elche,Barcelona,1,2,A,7.5,4.33,1.4,,,,,,,1,0,H,8.27,4.81,1.43
SP1,2022-03-06,Cadiz,Vallecano,2,0,H,2.7,3.1,2.7,,,,,,,0,0,D,2.93,3.06,2.82
SP1,2022-03-07,Ath Bilbao,Levante,3,1,H,1.57,4.0,5.5,,,,,,,0,0,D,1.58,4.19,6.53
SP1,2022-03-11,Ath Madrid,Cadiz,2,1,H,1.36,4.6,9.5,,,,,,,1,1,D,1.39,4.62,11.13
SP1,2022-03-12,Granada,Elche,0,1,A,2.25,3.2,3.4,,,,,,,0,1,A,2.33,3.21,3.56
SP1,2022-03-12,Villarreal,Celta,1,0,H,1.65,4.2,4.75,,,,,,,0,0,D,1.68,4.25,5.18
SP1,2022-03-12,Getafe,Valencia,0,0,D,2.37,3.2,3.2,,,,,,,0,0,D,2.43,3.1,3.47
SP1,2022-03-12,Levante,Espanol,1,1,D,2.3,3.3,3.2,,,,,,,0,0,D,2.36,3.5,3.2
SP1,2022-03-13,Vallecano,Sevilla,1,1,D,3.4,3.1,2.3,,,,,,,0,0,D,3.44,3.23,2.37
SP1,2022-03-13,Betis,Ath Bilbao,1,0,H,2.3,3.3,3.2,,,,,,,1,0,H,2.47,3.21,3.28
SP1,2022-03-13,Sociedad,Alaves,1,0,H,1.53,4.0,7.0,,,,,,,0,0,D,1.52,4.23,7.68
SP1,2022-03-13,Barcelona,Osasuna,4,0,H,1.33,4.75,10.0,,,,,,,3,0,H,1.35,5.37,10.09
SP1,2022-03-14,Mallorca,Real Madrid,0,3,A,6.0,4.0,1.57,,,,,,,0,0,D,6.3,4.39,1.56
SP1,2022-03-18,Ath Bilbao,Getafe,1,1,D,1.72,3.2,6.0,,,,,,,1,1,D,1.76,3.28,6.56
SP1,2022-03-19,Alaves,Granada,2,3,A,2.0,3.3,4.0,,,,,,,0,0,D,2.06,3.32,4.22
SP1,2022-03-19,Elche,Valencia,0,1,A,2.62,3.25,2.7,,,,,,,0,0,D,2.79,3.18,2.86
SP1,2022-03-19,Osasuna,Levante,3,1,H,1.9,3.5,4.2,,,,,,,1,0,H,1.93,3.6,4.41
SP1,2022-03-19,Vallecano,Ath Madrid,0,1,A,4.0,3.25,2.0,,,,,,,0,0,D,4.1,3.44,2.05
SP1,2022-03-20,Real Madrid,Barcelona,0,4,A,2.15,3.6,3.25,,,,,,,0,2,A,2.2,3.73,3.34
SP1,2022-03-20,Celta,Betis,0,0,D,2.2,3.5,3.2,,,,,,,0,0,D,2.22,3.54,3.45
SP1,2022-03-20,Cadiz,Villarreal,1,0,H,4.75,3.5,1.83,,,,,,,0,0,D,4.94,3.58,1.85
SP1,2022-03-20,Espanol,Mallorca,1,0,H,2.05,3.5,3.5,,,,,,,1,0,H,2.15,3.48,3.7
SP1,2022-03-20,Sevilla,Sociedad,0,0,D,2.05,3.25,3.8,,,,,,,0,0,D,2.16,3.21,4.01
SP1,2022-04-02,Getafe,Mallorca,1,0,H,2.15,3.0,4.0,,,,,,,0,0,D,2.22,3.05,4.1
SP1,2022-04-02,Levante,Villarreal,2,0,H,3.8,3.6,1.95,,,,,,,0,0,D,3.89,3.79,1.99
SP1,2022-04-02,Celta,Real Madrid,1,2,A,4.0,3.6,1.9,,,,,,,0,1,A,4.19,3.76,1.93
SP1,2022-04-02,Ath Madrid,Alaves,4,1,H,1.33,4.8,10.0,,,,,,,1,0,H,1.38,4.76,11.11
SP1,2022-04-03,Ath Bilbao,Elche,2,1,H,1.45,4.2,7.5,,,,,,,1,0,H,1.49,4.47,7.67
SP1,2022-04-03,Betis,Osasuna,4,1,H,1.9,3.5,4.0,,,,,,,2,0,H,2.0,3.42,4.34
SP1,2022-04-03,Granada,Vallecano,2,2,D,2.6,3.1,2.9,,,,,,,0,2,A,2.71,3.15,2.99
SP1,2022-04-03,Valencia,Cadiz,0,0,D,1.85,3.3,4.75,,,,,,,0,0,D,1.92,3.36,4.88
SP1,2022-04-03,Barcelona,Sevilla,1,0,H,1.45,4.5,7.0,,,,,,,0,0,D,1.47,4.75,7.34
SP1,2022-04-04,Sociedad,Espanol,1,0,H,1.6,4.0,5.75,,,,,,,0,0,D,1.58,4.32,6.16
SP1,2022-04-08,Sevilla,Granada,4,2,H,1.5,4.33,7.0,,,,,,,1,1,D,1.48,4.4,8.07
SP1,2022-04-09,Real Madrid,Getafe,2,0,H,1.4,4.5,8.5,,,,,,,1,0,H,1.41,4.75,9.55
SP1,2022-04-09,Villarreal,Ath Bilbao,1,1,D,2.3,3.4,3.1,,,,,,,0,1,A,2.39,3.33,3.29
SP1,2022-04-09,Mallorca,Ath Madrid,1,0,H,4.0,3.4,1.95,,,,,,,0,0,D,4.51,3.42,1.96
SP1,2022-04-09,Cadiz,Betis,1,2,A,3.4,3.2,2.25,,,,,,,0,0,D,3.58,3.25,2.3
SP1,2022-04-10,Levante,Barcelona,2,3,A,6.0,5.0,1.45,,,,,,,0,0,D,6.99,5.05,1.46
SP1,2022-04-10,Osasuna,Alaves,1,0,H,1.95,3.3,4.33,,,,,,,0,0,D,1.99,3.28,4.62
SP1,2022-04-10,Espanol,Celta,1,0,H,2.75,3.2,2.7,,,,,,,0,0,D,2.92,3.14,2.77
SP1,2022-04-10,Elche,Sociedad,1,2,A,3.9,3.4,2.0,,,,,,,1,2,A,3.93,3.58,2.05
SP1,2022-04-11,Vallecano,Valencia,1,1,D,2.2,3.3,3.3,,,,,,,0,0,D,2.26,3.33,3.59
SP1,2022-04-15,Sociedad,Betis,0,0,D,2.1,3.5,3.4,,,,,,,0,0,D,2.17,3.55,3.57
SP1,2022-04-16,Elche,Mallorca,3,0,H,2.7,3.0,2.9,,,,,,,1,0,H,2.77,3.06,3.0
SP1,2022-04-16,Alaves,Vallecano,1,0,H,2.7,3.1,2.8,,,,,,,0,0,D,2.78,3.21,2.85
SP1,2022-04-16,Valencia,Osasuna,1,2,A,2.15,3.2,3.7,,,,,,,0,0,D,2.18,3.3,3.83
SP1,2022-04-16,Getafe,Villarreal,1,2,A,3.1,3.1,2.5,,,,,,,0,2,A,3.21,3.13,2.56
SP1,2022-04-17,Granada,Levante,1,4,A,2.37,3.4,3.0,,,,,,,0,1,A,2.4,3.65,3.02
SP1,2022-04-17,Ath Madrid,Espanol,2,1,H,1.4,4.5,8.5,,,,,,,0,0,D,1.44,4.68,8.65
SP1,2022-04-17,Ath Bilbao,Celta,0,2,A,1.75,3.6,5.0,,,,,,,0,2,A,1.85,3.67,4.78
SP1,2022-04-17,Sevilla,Real Madrid,2,3,A,3.0,3.4,2.4,,,,,,,2,0,H,3.01,3.48,2.49
SP1,2022-04-18,Barcelona,Cadiz,0,1,A,1.2,6.5,15.0,,,,,,,0,0,D,1.23,6.78,14.85
SP1,2022-04-19,Betis,Elche,0,1,A,1.55,4.0,6.0,,,,,,,0,0,D,1.55,4.35,6.75
SP1,2022-04-19,Mallorca,Alaves,2,1,H,1.95,3.3,4.2,,,,,,,2,0,H,2.0,3.28,4.55
SP1,2022-04-19,Villarreal,Valencia,2,0,H,1.44,4.75,6.5,,,,,,,2,0,H,1.45,4.91,7.61
SP1,2022-04-20,Celta,Getafe,0,2,A,2.15,3.1,3.75,,,,,,,0,1,A,2.24,3.12,3.93
SP1,2022-04-20,Osasuna,Real Madrid,1,3,A,5.0,3.75,1.66,,,,,,,1,2,A,5.67,3.9,1.69
SP1,2022-04-20,Ath Madrid,Granada,0,0,D,1.3,5.25,10.0,,,,,,,0,0,D,1.31,5.71,11.41
SP1,2022-04-21,Espanol,Vallecano,0,1,A,2.37,3.2,3.1,,,,,,,0,1,A,2.5,3.2,3.23
SP1,2022-04-21,Levante,Sevilla,2,3,A,3.5,3.5,2.1,,,,,,,1,2,A,3.53,3.54,2.19
SP1,2022-04-21,Cadiz,Ath Bilbao,2,3,A,3.4,3.0,2.3,,,,,,,0,3,A,3.57,3.13,2.37
SP1,2022-04-21,Sociedad,Barcelona,0,1,A,3.5,3.5,2.1,,,,,,,0,1,A,3.48,3.7,2.15
SP1,2022-04-24,Barcelona,Vallecano,0,1,A,1.3,5.5,10.0,,,,,,,0,1,A,1.33,5.56,10.84
SP1,2022-04-29,Sevilla,Cadiz,1,1,D,1.65,3.5,6.0,,,,,,,1,0,H,1.65,3.77,6.57
SP1,2022-04-30,Alaves,Villarreal,2,1,H,3.4,3.5,2.1,,,,,,,2,0,H,3.56,3.45,2.21
SP1,2022-04-30,Real Madrid,Espanol,4,0,H,1.5,4.5,6.0,,,,,,,2,0,H,1.51,4.58,6.99
SP1,2022-04-30,Valencia,Levante,1,1,D,2.2,3.5,3.2,,,,,,,1,0,H,2.33,3.6,3.17
SP1,2022-04-30,Ath Bilbao,Ath Madrid,2,0,H,3.0,3.0,2.55,,,,,,,1,0,H,3.08,3.14,2.64
SP1,2022-05-01,Barcelona,Mallorca,2,1,H,1.3,5.5,9.0,,,,,,,1,0,H,1.32,5.85,10.03
SP1,2022-05-01,Vallecano,Sociedad,1,1,D,3.3,3.1,2.37,,,,,,,0,1,A,3.31,3.27,2.41
SP1,2022-05-01,Granada,Celta,1,1,D,2.8,3.2,2.62,,,,,,,0,0,D,2.94,3.31,2.63
SP1,2022-05-01,Elche,Osasuna,1,1,D,2.8,3.2,2.7,,,,,,,0,0,D,2.87,3.19,2.78
SP1,2022-05-02,Getafe,Betis,0,0,D,2.75,3.1,2.7,,,,,,,0,0,D,2.89,3.17,2.77
SP1,2022-05-06,Levante,Sociedad,2,1,H,3.3,3.6,2.1,,,,,,,0,0,D,3.53,3.57,2.18
SP1,2022-05-07,Mallorca,Granada,2,6,A,1.95,3.5,4.0,,,,,,,1,1,D,2.05,3.36,4.23
SP1,2022-05-07,Ath Bilbao,Valencia,0,0,D,1.55,4.0,6.5,,,,,,,0,0,D,1.56,4.27,6.65
SP1,2022-05-07,Cadiz,Elche,3,0,H,1.7,3.75,5.0,,,,,,,0,0,D,1.75,3.75,5.38
SP1,2022-05-07,Celta,Alaves,4,0,H,1.9,3.4,4.33,,,,,,,2,0,H,1.94,3.47,4.55
SP1,2022-05-07,Betis,Barcelona,1,2,A,3.0,3.6,2.25,,,,,,,0,0,D,3.17,3.83,2.24
SP1,2022-05-08,Ath Madrid,Real Madrid,1,0,H,2.1,3.5,3.5,,,,,,,1,0,H,2.14,3.58,3.62
SP1,2022-05-08,Villarreal,Sevilla,1,1,D,2.3,3.3,3.1,,,,,,,0,0,D,2.42,3.32,3.24
SP1,2022-05-08,Getafe,Vallecano,0,0,D,2.05,3.1,4.2,,,,,,,0,0,D,2.16,3.04,4.34
SP1,2022-05-08,Espanol,Osasuna,1,1,D,2.3,3.3,3.2,,,,,,,0,1,A,2.39,3.34,3.29
SP1,2022-05-10,Valencia,Betis,0,3,A,3.1,3.4,2.2,,,,,,,0,0,D,3.24,3.46,2.36
SP1,2022-05-10,Granada,Ath Bilbao,1,0,H,3.2,3.3,2.25,,,,,,,1,0,H,3.35,3.42,2.32
SP1,2022-05-10,Barcelona,Celta,3,1,H,1.44,5.0,6.0,,,,,,,2,0,H,1.45,5.06,7.17
SP1,2022-05-11,Elche,Ath Madrid,0,2,A,6.0,3.6,1.65,,,,,,,0,1,A,5.92,3.71,1.71
SP1,2022-05-11,Osasuna,Getafe,1,1,D,2.7,2.9,3.0,,,,,,,1,1,D,2.79,2.98,3.05
SP1,2022-05-11,Alaves,Espanol,2,1,H,2.1,3.4,3.5,,,,,,,1,1,D,2.16,3.6,3.55
SP1,2022-05-11,Sevilla,Mallorca,0,0,D,1.61,4.0,5.5,,,,,,,0,0,D,1.63,3.96,6.24
SP1,2022-05-12,Sociedad,Cadiz,3,0,H,1.66,3.6,5.5,,,,,,,1,0,H,1.7,3.71,6.0
SP1,2022-05-12,Real Madrid,Levante,6,0,H,1.45,5.25,5.5,,,,,,,4,0,H,1.52,5.11,5.87
SP1,2022-05-12,Vallecano,Villarreal,1,5,A,4.2,3.8,1.8,,,,,,,1,4,A,4.55,3.84,1.84
SP1,2022-05-14,Espanol,Valencia,1,1,D,2.5,3.4,2.8,,,,,,,1,1,D,2.58,3.33,2.94
SP1,2022-05-15,Betis,Granada,2,0,H,1.5,4.33,6.0,,,,,,,1,0,H,1.53,4.32,6.79
SP1,2022-05-15,Cadiz,Real Madrid,1,1,D,3.3,3.3,2.2,,,,,,,1,1,D,3.37,3.46,2.26
SP1,2022-05-15,Celta,Elche,1,0,H,1.65,3.8,5.5,,,,,,,1,0,H,1.63,3.95,6.03
SP1,2022-05-15,Getafe,Barcelona,0,0,D,3.75,3.25,2.1,,,,,,,0,0,D,3.75,3.22,2.22
SP1,2022-05-15,Levante,Alaves,3,1,H,2.8,3.8,2.25,,,,,,,0,1,A,3.04,3.8,2.29
SP1,2022-05-15,Mallorca,Vallecano,2,1,H,1.57,3.8,6.5,,,,,,,1,0,H,1.64,3.97,5.88
SP1,2022-05-15,Villarreal,Sociedad,1,2,A,2.1,3.6,3.3,,,,,,,1,0,H,2.17,3.74,3.33
SP1,2022-05-15,Ath Bilbao,Osasuna,2,0,H,1.53,4.2,6.0,,,,,,,1,0,H,1.55,4.38,6.3
SP1,2022-05-15,Ath Madrid,Sevilla,1,1,D,2.25,3.0,3.6,,,,,,,1,0,H,2.36,2.97,3.73
SP1,2022-05-20,Real Madrid,Betis,0,0,D,1.65,4.5,4.33,,,,,,,0,0,D,1.72,4.4,4.53
SP1,2022-05-20,Vallecano,Levante,2,4,A,1.85,4.0,3.8,,,,,,,1,3,A,1.89,4.07,3.91
SP1,2022-05-21,Valencia,Celta,2,0,H,2.75,3.3,2.62,,,,,,,1,0,H,2.79,3.33,2.71
SP1,2022-05-22,Sociedad,Ath Madrid,1,2,A,2.62,3.3,2.7,,,,,,,0,0,D,2.71,3.31,2.8
SP1,2022-05-22,Sevilla,Ath Bilbao,1,0,H,2.5,3.3,2.87,,,,,,,0,0,D,2.59,3.32,2.94
SP1,2022-05-22,Barcelona,Villarreal,0,2,A,2.1,4.0,3.0,,,,,,,0,1,A,2.17,3.98,3.15
SP1,2022-05-22,Alaves,Cadiz,0,1,A,4.2,3.7,1.83,,,,,,,0,0,D,4.25,3.72,1.91
SP1,2022-05-22,Elche,Getafe,3,1,H,3.1,2.87,2.62,,,,,,,1,1,D,3.13,2.93,2.73
SP1,2022-05-22,Osasuna,Mallorca,0,2,A,3.3,3.4,2.2,,,,,,,0,0,D,3.41,3.46,2.24
SP1,2022-05-22,Granada,Espanol,0,0,D,1.44,4.33,7.5,,,,,,,0,0,D,1.45,4.76,7.65
SP1,2023-08-11,Almeria,Vallecano,0,2,A,2.45,3.3,2.9,,,,,,,0,2,A,2.62,3.3,2.96
SP1,2023-08-11,Sevilla,Valencia,1,2,A,1.91,3.5,4.2,,,,,,,0,0,D,1.95,3.47,4.48
SP1,2023-08-12,Sociedad,Girona,1,1,D,1.62,4.0,5.25,,,,,,,1,0,H,1.65,4.05,5.66
SP1,2023-08-12,Las Palmas,Mallorca,1,1,D,2.4,3.0,3.3,,,,,,,1,0,H,2.45,3.02,3.46
SP1,2023-08-12,Ath Bilbao,Real Madrid,0,2,A,3.3,3.5,2.15,,,,,,,0,2,A,3.43,3.58,2.19
SP1,2023-08-13,Celta,Osasuna,0,2,A,2.05,3.2,3.9,,,,,,,0,1,A,2.15,3.19,3.99
SP1,2023-08-13,Villarreal,Betis,1,2,A,1.75,4.0,4.2,,,,,,,0,1,A,1.81,3.98,4.43
SP1,2023-08-13,Getafe,Barcelona,0,0,D,6.5,3.8,1.57,,,,,,,0,0,D,6.69,4.04,1.57
SP1,2023-08-14,Cadiz,Alaves,1,0,H,2.2,3.0,3.75,,,,,,,1,0,H,2.25,3.08,3.86
SP1,2023-08-14,Ath Madrid,Granada,3,1,H,1.3,5.5,9.5,,,,,,,1,0,H,1.31,5.76,10.3
SP1,2023-08-18,Valencia,Las Palmas,1,0,H,1.57,3.9,6.0,,,,,,,0,0,D,1.61,4.02,6.49
SP1,2023-08-18,Mallorca,Villarreal,0,1,A,2.8,3.2,2.6,,,,,,,0,0,D,3.04,3.13,2.68
SP1,2023-08-19,Almeria,Real Madrid,1,3,A,8.0,4.75,1.4,,,,,,,1,1,D,8.15,5.11,1.4
SP1,2023-08-19,Sociedad,Celta,1,1,D,1.73,3.4,5.5,,,,,,,1,0,H,1.76,3.54,5.57
SP1,2023-08-19,Osasuna,Ath Bilbao,0,2,A,2.9,3.0,2.63,,,,,,,0,2,A,2.89,3.1,2.79
SP1,2023-08-20,Barcelona,Cadiz,2,0,H,1.2,7.0,13.0,,,,,,,0,0,D,1.21,6.9,14.96
SP1,2023-08-20,Betis,Ath Madrid,0,0,D,3.8,3.4,2.0,,,,,,,0,0,D,3.93,3.57,2.02
SP1,2023-08-20,Girona,Getafe,3,0,H,2.05,3.1,4.0,,,,,,,1,0,H,2.06,3.22,4.31
SP1,2023-08-21,Alaves,Sevilla,4,3,H,3.3,3.1,2.35,,,,,,,2,2,D,3.45,3.1,2.41
SP1,2023-08-21,Granada,Vallecano,0,2,A,2.75,3.0,2.8,,,,,,,0,0,D,2.68,3.09,3.03
SP1,2023-08-25,Las Palmas,Sociedad,0,0,D,4.33,3.1,2.0,,,,,,,0,0,D,4.23,3.36,2.04
SP1,2023-08-25,Celta,Real Madrid,0,1,A,4.75,3.9,1.7,,,,,,,0,0,D,4.93,3.97,1.75
SP1,2023-08-26,Cadiz,Almeria,1,1,D,2.25,3.2,3.3,,,,,,,0,0,D,2.24,3.44,3.44
SP1,2023-08-26,Granada,Mallorca,3,2,H,2.6,3.0,3.0,,,,,,,1,1,D,2.71,3.03,3.05
SP1,2023-08-26,Sevilla,Girona,1,2,A,2.05,3.4,3.6,,,,,,,1,1,D,2.1,3.52,3.73
SP1,2023-08-27,Villarreal,Barcelona,3,4,A,3.6,3.5,2.0,,,,,,,2,2,D,3.62,3.76,2.06
SP1,2023-08-27,Valencia,Osasuna,1,2,A,1.91,3.4,4.0,,,,,,,0,1,A,1.89,3.56,4.53
SP1,2023-08-27,Ath Bilbao,Betis,4,2,H,1.85,3.5,4.2,,,,,,,3,2,H,1.96,3.7,4.0
SP1,2023-08-28,Vallecano,Ath Madrid,0,7,A,4.2,3.3,1.95,,,,,,,0,3,A,4.16,3.48,2.0
SP1,2023-08-28,Getafe,Alaves,1,0,H,2.2,2.88,3.8,,,,,,,0,0,D,2.36,2.89,3.88
SP1,2023-09-01,Almeria,Celta,2,3,A,2.8,3.4,2.5,,,,,,,0,2,A,3.04,3.33,2.55
SP1,2023-09-01,Cadiz,Villarreal,3,1,H,3.4,3.4,2.15,,,,,,,2,1,H,3.43,3.59,2.21
SP1,2023-09-02,Sociedad,Granada,5,3,H,1.44,4.5,7.0,,,,,,,2,1,H,1.47,4.63,7.49
SP1,2023-09-02,Real Madrid,Getafe,2,1,H,1.33,5.25,9.5,,,,,,,0,1,A,1.34,5.13,10.76
SP1,2023-09-02,Alaves,Valencia,1,0,H,2.9,2.88,2.75,,,,,,,1,0,H,2.96,2.99,2.82
SP1,2023-09-02,Betis,Vallecano,1,0,H,1.95,3.4,4.0,,,,,,,0,0,D,1.98,3.55,4.14
SP1,2023-09-03,Girona,Las Palmas,1,0,H,1.67,3.8,5.25,,,,,,,0,0,D,1.69,3.83,5.59
SP1,2023-09-03,Mallorca,Ath Bilbao,0,0,D,3.3,3.0,2.38,,,,,,,0,0,D,3.3,3.11,2.49
SP1,2023-09-03,Osasuna,Barcelona,1,2,A,5.25,4.0,1.65,,,,,,,0,1,A,5.37,4.17,1.65
SP1,2023-09-15,Vallecano,Alaves,2,0,H,2.0,3.25,4.0,,,,,,,1,0,H,2.03,3.23,4.52
SP1,2023-09-16,Ath Bilbao,Cadiz,3,0,H,1.53,4.0,7.0,,,,,,,0,0,D,1.56,4.17,6.66
SP1,2023-09-16,Valencia,Ath Madrid,3,0,H,3.8,3.3,2.05,,,,,,,2,0,H,3.93,3.41,2.08
SP1,2023-09-16,Celta,Mallorca,0,1,A,2.0,3.1,4.33,,,,,,,0,0,D,2.08,3.13,4.4
SP1,2023-09-16,Barcelona,Betis,5,0,H,1.36,5.25,7.5,,,,,,,2,0,H,1.38,5.4,8.04
SP1,2023-09-17,Real Madrid,Sociedad,2,1,H,1.65,4.0,5.0,,,,,,,0,1,A,1.69,3.97,5.31
SP1,2023-09-17,Sevilla,Las Palmas,1,0,H,1.62,4.0,5.5,,,,,,,0,0,D,1.64,3.93,5.99
SP1,2023-09-17,Villarreal,Almeria,2,1,H,1.44,4.5,7.0,,,,,,,1,1,D,1.48,4.98,6.38
SP1,2023-09-17,Getafe,Osasuna,3,2,H,2.63,3.0,3.0,,,,,,,1,1,D,2.65,2.93,3.24
SP1,2023-09-18,Granada,Girona,2,4,A,2.63,3.5,2.6,,,,,,,0,3,A,2.78,3.44,2.65
SP1,2023-09-22,Alaves,Ath Bilbao,0,2,A,4.2,3.0,2.05,,,,,,,0,1,A,4.27,3.16,2.12
SP1,2023-09-23,Girona,Mallorca,5,3,H,1.85,3.5,4.2,,,,,,,4,1,H,1.94,3.39,4.54
SP1,2023-09-23,Osasuna,Sevilla,0,0,D,2.6,3.1,2.88,,,,,,,0,0,D,2.62,3.22,2.99
SP1,2023-09-23,Barcelona,Celta,3,2,H,1.29,6.0,9.0,,,,,,,0,1,A,1.29,6.04,10.38
SP1,2023-09-23,Almeria,Valencia,2,2,D,3.0,3.6,2.3,,,,,,,0,1,A,3.11,3.53,2.36
SP1,2023-09-24,Ath Madrid,Real Madrid,3,1,H,2.7,3.4,2.55,,,,,,,2,1,H,2.88,3.37,2.61
SP1,2023-09-24,Vallecano,Villarreal,1,1,D,2.5,3.5,2.63,,,,,,,1,1,D,2.56,3.54,2.83
SP1,2023-09-24,Betis,Cadiz,1,1,D,1.8,3.5,4.5,,,,,,,0,1,A,1.86,3.62,4.64
SP1,2023-09-24,Las Palmas,Granada,1,0,H,1.95,3.5,3.6,,,,,,,0,0,D,2.05,3.56,3.87
SP1,2023-09-24,Sociedad,Getafe,4,3,H,1.53,3.8,7.0,,,,,,,1,2,A,1.56,3.82,7.76
SP1,2023-09-26,Sevilla,Almeria,5,1,H,1.67,3.8,5.0,,,,,,,3,0,H,1.7,4.1,5.09
SP1,2023-09-26,Mallorca,Barcelona,2,2,D,7.5,4.2,1.5,,,,,,,2,1,H,6.98,4.53,1.51
SP1,2023-09-27,Ath Bilbao,Getafe,2,2,D,1.62,3.6,6.5,,,,,,,1,0,H,1.64,3.76,6.51
SP1,2023-09-27,Real Madrid,Las Palmas,2,0,H,1.2,7.0,11.0,,,,,,,1,0,H,1.21,7.24,13.67
SP1,2023-09-27,Villarreal,Girona,1,2,A,2.25,3.5,3.1,,,,,,,0,0,D,2.22,3.72,3.23
SP1,2023-09-27,Cadiz,Vallecano,0,0,D,2.5,3.2,2.88,,,,,,,0,0,D,2.64,3.17,3.0
SP1,2023-09-27,Valencia,Sociedad,0,1,A,2.63,3.1,2.8,,,,,,,0,1,A,2.68,3.18,2.94
SP1,2023-09-28,Granada,Betis,1,1,D,3.0,3.3,2.38,,,,,,,0,0,D,3.11,3.53,2.36
SP1,2023-09-28,Celta,Alaves,1,1,D,1.7,3.6,5.25,,,,,,,1,0,H,1.71,3.59,5.97
SP1,2023-09-28,Osasuna,Ath Madrid,0,2,A,3.4,3.4,2.15,,,,,,,0,1,A,3.68,3.47,2.14
SP1,2023-09-29,Barcelona,Sevilla,1,0,H,1.36,5.25,8.0,,,,,,,0,0,D,1.39,5.36,7.97
SP1,2023-09-30,Getafe,Villarreal,0,0,D,2.9,3.1,2.6,,,,,,,0,0,D,3.0,3.25,2.59
SP1,2023-09-30,Vallecano,Mallorca,2,2,D,2.1,3.1,4.0,,,,,,,1,1,D,2.16,3.16,4.04
SP1,2023-09-30,Girona,Real Madrid,0,3,A,3.5,4.0,1.95,,,,,,,0,2,A,3.56,4.02,2.0
SP1,2023-09-30,Sociedad,Ath Bilbao,3,0,H,2.2,3.2,3.5,,,,,,,1,0,H,2.26,3.3,3.53
SP1,2023-10-01,Betis,Valencia,3,0,H,2.3,3.25,3.3,,,,,,,1,0,H,2.31,3.29,3.26
SP1,2023-10-01,Alaves,Osasuna,0,2,A,2.75,3.0,2.8,,,,,,,0,1,A,2.76,2.99,2.89
SP1,2023-10-01,Almeria,Granada,3,3,D,1.95,3.6,3.75,,,,,,,3,0,H,1.92,3.68,3.96
SP1,2023-10-01,Ath Madrid,Cadiz,3,2,H,1.33,5.0,10.0,,,,,,,1,2,A,1.35,4.99,8.91
SP1,2023-10-02,Las Palmas,Celta,2,1,H,2.5,3.2,3.0,,,,,,,0,0,D,2.52,3.15,2.99
SP1,2023-10-06,Ath Bilbao,Almeria,3,0,H,1.36,5.0,8.0,,,,,,,1,0,H,1.38,5.41,8.23
SP1,2023-10-07,Cadiz,Girona,0,1,A,3.25,3.4,2.25,,,,,,,0,0,D,3.28,3.4,2.33
SP1,2023-10-07,Real Madrid,Osasuna,4,0,H,1.29,6.0,9.5,,,,,,,1,0,H,1.3,5.95,10.38
SP1,2023-10-07,Mallorca,Valencia,1,1,D,2.5,3.0,3.2,,,,,,,1,1,D,2.54,3.05,3.26
SP1,2023-10-07,Sevilla,Vallecano,2,2,D,1.85,3.6,4.2,,,,,,,0,2,A,1.91,3.61,4.39
SP1,2023-10-08,Villarreal,Las Palmas,1,2,A,1.6,4.0,5.75,,,,,,,0,1,A,1.63,4.21,5.56
SP1,2023-10-08,Ath Madrid,Sociedad,2,1,H,1.83,3.4,4.5,,,,,,,1,0,H,1.93,3.39,4.59
SP1,2023-10-08,Alaves,Betis,1,1,D,2.8,3.25,2.6,,,,,,,1,1,D,2.93,3.2,2.68
SP1,2023-10-08,Celta,Getafe,2,2,D,2.05,3.1,4.2,,,,,,,2,2,D,2.07,3.23,4.23
SP1,2023-10-08,Granada,Barcelona,2,2,D,6.5,5.25,1.4,,,,,,,2,1,H,6.89,5.36,1.43
SP1,2023-10-20,Osasuna,Granada,2,0,H,1.73,3.8,4.75,,,,,,,1,0,H,1.72,3.99,5.13
SP1,2023-10-21,Celta,Ath Madrid,0,3,A,3.5,3.5,2.1,,,,,,,0,1,A,3.65,3.53,2.12
