Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,BbMxH,BbMxD,BbMxA,BbAvH,BbAvD,BbAvA,HTHG,HTAG,HTR,PSH,PSD,PSA
SP1,2010-12-18,Levante,Ath Bilbao,1,2,A,2.8,3.25,2.5,2.89,3.41,2.65,2.7,3.26,2.58,1,1,D,,,
SP1,2010-12-18,Sociedad,Valencia,1,2,A,3.1,3.25,2.3,3.25,3.47,2.4,3.03,3.3,2.32,1,1,D,,,
SP1,2010-12-18,Villarreal,Mallorca,3,1,H,1.53,3.8,6.5,1.57,4.2,7.14,1.52,3.89,6.52,2,1,H,,,
SP1,2010-12-19,Almeria,Getafe,2,3,A,2.5,3.2,2.8,2.61,3.33,3.1,2.48,3.22,2.84,2,1,H,,,
SP1,2010-12-19,Malaga,Ath Madrid,0,3,A,3.25,3.5,2.1,3.35,3.6,2.3,3.21,3.38,2.19,0,1,A,,,
SP1,2010-12-19,Osasuna,Zaragoza,0,0,D,2.0,3.4,3.75,2.03,3.54,4.33,1.95,3.35,3.94,0,0,D,,,
SP1,2010-12-19,Real Madrid,Sevilla,1,0,H,1.2,6.5,13.0,1.22,7.78,17.0,1.19,6.63,13.79,0,0,D,,,
SP1,2010-12-20,Santander,Hercules,0,0,D,1.91,3.4,4.0,2.0,3.52,4.28,1.93,3.34,3.95,0,0,D,,,
SP1,2011-01-02,Sp Gijon,Malaga,1,2,A,2.2,3.3,3.25,2.25,3.46,3.64,2.17,3.28,3.34,1,1,D,,,
SP1,2011-01-02,Valencia,Espanol,2,1,H,1.62,3.75,5.5,1.67,4.12,6.17,1.62,3.75,5.5,1,1,D,,,
SP1,2011-01-02,Barcelona,Levante,2,1,H,1.06,11.0,29.0,1.08,17.0,36.0,1.06,12.18,28.87,0,0,D,,,
SP1,2011-01-02,Ath Bilbao,La Coruna,1,2,A,1.67,3.5,5.5,1.71,3.83,6.0,1.66,3.61,5.33,0,1,A,,,
SP1,2011-01-02,Sevilla,Osasuna,1,0,H,1.62,3.75,5.5,1.68,4.09,6.0,1.63,3.76,5.46,1,0,H,,,
SP1,2011-01-03,Zaragoza,Sociedad,2,1,H,2.2,3.4,3.2,2.25,3.47,3.6,2.19,3.29,3.27,1,1,D,,,
SP1,2011-01-03,Ath Madrid,Santander,0,0,D,1.44,4.33,7.0,1.5,4.64,8.5,1.44,4.29,7.16,0,0,D,,,
SP1,2011-01-03,Mallorca,Hercules,3,0,H,1.83,3.4,4.5,1.86,3.67,4.84,1.81,3.46,4.46,2,0,H,,,
SP1,2011-01-03,Villarreal,Almeria,2,0,H,1.44,4.33,7.0,1.5,4.5,8.6,1.43,4.3,7.53,1,0,H,,,
SP1,2011-01-03,Getafe,Real Madrid,2,3,A,10.0,5.25,1.29,11.8,5.8,1.34,9.82,5.15,1.3,1,2,A,,,
SP1,2011-01-08,Sociedad,Sevilla,2,3,A,2.8,3.25,2.5,3.07,3.41,2.6,2.87,3.26,2.46,2,1,H,,,
SP1,2011-01-08,La Coruna,Barcelona,0,4,A,13.0,6.5,1.2,15.0,6.5,1.26,12.53,6.02,1.22,0,1,A,,,
SP1,2011-01-08,Malaga,Ath Bilbao,1,1,D,2.25,3.4,3.1,2.3,3.46,3.39,2.24,3.32,3.16,0,0,D,,,
SP1,2011-01-09,Espanol,Zaragoza,4,0,H,1.73,3.6,4.75,1.91,3.6,5.0,1.83,3.45,4.4,3,0,H,,,
SP1,2011-01-09,Levante,Valencia,0,1,A,4.33,3.4,1.85,4.6,3.75,1.91,4.19,3.51,1.85,0,0,D,,,
SP1,2011-01-09,Mallorca,Almeria,4,1,H,1.73,3.4,4.5,1.78,3.86,5.08,1.73,3.58,4.78,2,0,H,,,
SP1,2011-01-09,Osasuna,Getafe,0,0,D,2.25,3.25,3.2,2.38,3.31,3.48,2.29,3.23,3.13,0,0,D,,,
SP1,2011-01-09,Real Madrid,Villarreal,4,2,H,1.29,5.5,10.0,1.33,6.01,12.18,1.28,5.38,10.22,2,2,D,,,
SP1,2011-01-09,Santander,Sp Gijon,1,1,D,1.91,3.4,4.0,2.0,3.6,4.35,1.93,3.39,3.97,1,0,H,,,
SP1,2011-01-10,Hercules,Ath Madrid,4,1,H,2.9,3.25,2.4,3.2,3.45,2.41,2.97,3.3,2.34,4,0,H,,,
SP1,2011-01-15,Ath Bilbao,Santander,2,1,H,1.67,3.6,5.25,1.75,3.93,5.62,1.7,3.66,5.03,2,0,H,,,
SP1,2011-01-15,Getafe,Sociedad,0,4,A,1.8,3.25,5.0,1.83,3.77,5.22,1.76,3.52,4.71,0,2,A,,,
SP1,2011-01-15,Sevilla,Espanol,1,2,A,1.73,3.5,5.0,1.78,3.87,5.5,1.72,3.66,4.86,0,1,A,,,
SP1,2011-01-15,Sp Gijon,Hercules,2,0,H,2.2,3.3,3.25,2.22,3.39,3.69,2.17,3.26,3.41,2,0,H,,,
SP1,2011-01-15,Villarreal,Osasuna,4,2,H,1.53,3.8,6.5,1.57,4.2,7.5,1.51,3.99,6.73,1,0,H,,,
SP1,2011-01-15,Zaragoza,Levante,1,0,H,1.91,3.4,4.0,1.91,3.64,4.65,1.85,3.43,4.32,1,0,H,,,
SP1,2011-01-16,Barcelona,Malaga,4,1,H,1.08,10.0,23.0,1.11,14.02,30.0,1.08,10.94,21.92,3,0,H,,,
SP1,2011-01-16,Almeria,Real Madrid,1,1,D,10.0,6.0,1.25,13.28,6.67,1.29,11.24,5.9,1.25,0,0,D,,,
SP1,2011-01-16,Valencia,La Coruna,2,0,H,1.44,4.2,7.5,1.45,4.69,8.67,1.42,4.36,7.8,0,0,D,,,
SP1,2011-01-17,Ath Madrid,Mallorca,3,0,H,1.83,3.5,4.33,1.93,3.65,4.8,1.84,3.51,4.28,2,0,H,,,
SP1,2011-01-22,Barcelona,Santander,3,0,H,1.07,11.0,23.0,1.08,15.8,40.0,1.06,12.0,24.93,2,0,H,,,
SP1,2011-01-22,Sevilla,Levante,4,1,H,1.4,4.5,7.5,1.42,5.23,8.5,1.4,4.53,7.69,3,0,H,,,
SP1,2011-01-22,Valencia,Malaga,4,3,H,1.44,4.33,7.0,1.57,4.37,7.2,1.49,4.11,6.52,1,2,A,,,
SP1,2011-01-23,Almeria,Osasuna,3,2,H,2.2,3.2,3.4,2.26,3.33,3.63,2.21,3.22,3.27,2,1,H,,,
SP1,2011-01-23,Getafe,Espanol,1,3,A,2.1,3.3,3.5,2.25,3.52,3.75,2.11,3.3,3.4,1,0,H,,,
SP1,2011-01-23,Real Madrid,Mallorca,1,0,H,1.17,7.0,15.0,1.19,8.25,17.5,1.17,7.1,14.67,0,0,D,,,
SP1,2011-01-23,Sp Gijon,Ath Madrid,1,0,H,2.9,3.3,2.38,3.05,3.4,2.65,2.84,3.25,2.45,0,0,D,,,
SP1,2011-01-23,Villarreal,Sociedad,2,1,H,1.5,4.1,6.5,1.58,4.44,7.0,1.51,4.01,6.3,1,1,D,,,
SP1,2011-01-23,Zaragoza,La Coruna,1,0,H,2.0,3.4,3.75,2.1,3.43,4.11,2.03,3.28,3.69,1,0,H,,,
SP1,2011-01-24,Ath Bilbao,Hercules,3,0,H,1.73,3.6,4.75,1.76,3.82,5.43,1.71,3.59,4.85,1,0,H,,,
SP1,2011-01-29,Mallorca,Sp Gijon,0,4,A,1.8,3.25,5.0,1.81,3.57,5.42,1.77,3.4,4.82,0,1,A,,,
SP1,2011-01-29,Sociedad,Almeria,2,0,H,2.0,3.4,3.75,2.07,3.55,4.1,1.99,3.35,3.77,1,0,H,,,
SP1,2011-01-29,Levante,Getafe,2,0,H,2.8,3.25,2.5,2.91,3.45,2.64,2.77,3.26,2.5,0,0,D,,,
SP1,2011-01-29,Hercules,Barcelona,0,3,A,15.0,7.0,1.17,19.0,9.04,1.18,16.09,7.51,1.15,0,1,A,,,
SP1,2011-01-29,Malaga,Zaragoza,1,2,A,1.83,3.5,4.33,2.0,3.78,4.33,1.89,3.48,3.98,1,1,D,,,
SP1,2011-01-29,La Coruna,Sevilla,3,3,D,3.5,3.3,2.1,3.6,3.43,2.35,3.28,3.28,2.19,1,0,H,,,
SP1,2011-01-30,Espanol,Villarreal,0,1,A,2.5,3.25,2.8,2.64,3.45,2.93,2.49,3.26,2.77,0,1,A,,,
SP1,2011-01-30,Osasuna,Real Madrid,1,0,H,9.0,5.0,1.33,11.0,5.61,1.34,9.43,5.22,1.3,0,0,D,,,
SP1,2011-01-30,Ath Madrid,Ath Bilbao,0,2,A,1.83,3.5,4.33,1.87,3.86,4.8,1.81,3.52,4.34,0,1,A,,,
SP1,2011-01-31,Santander,Valencia,1,1,D,3.5,3.3,2.1,3.57,3.42,2.25,3.34,3.26,2.16,1,0,H,,,
SP1,2011-02-05,Almeria,Espanol,3,2,H,2.5,3.3,2.75,2.6,3.4,2.97,2.49,3.26,2.8,3,1,H,,,
SP1,2011-02-05,Ath Bilbao,Sp Gijon,3,0,H,1.67,3.5,5.5,1.73,3.8,5.74,1.67,3.61,5.27,2,0,H,,,
SP1,2011-02-05,Barcelona,Ath Madrid,3,0,H,1.14,7.5,17.0,1.16,10.34,17.28,1.14,7.92,15.62,2,0,H,,,
SP1,2011-02-05,Getafe,La Coruna,4,1,H,1.83,3.5,4.33,1.91,3.7,4.6,1.84,3.44,4.31,3,0,H,,,
SP1,2011-02-05,Osasuna,Mallorca,1,1,D,2.1,3.3,3.5,2.15,3.5,4.12,2.05,3.3,3.64,1,1,D,,,
SP1,2011-02-05,Villarreal,Levante,0,1,A,1.25,5.25,13.0,1.3,6.26,13.91,1.26,5.52,11.21,0,0,D,,,
SP1,2011-02-05,Zaragoza,Santander,1,1,D,2.0,3.3,3.75,2.1,3.42,4.05,2.05,3.29,3.67,1,1,D,,,
SP1,2011-02-06,Real Madrid,Sociedad,4,1,H,1.17,6.5,19.0,1.18,8.45,20.0,1.16,6.99,16.62,3,0,H,,,
SP1,2011-02-06,Sevilla,Malaga,0,0,D,1.53,4.0,6.0,1.57,4.5,6.62,1.52,4.09,6.12,0,0,D,,,
SP1,2011-02-06,Valencia,Hercules,2,0,H,1.44,4.2,7.5,1.48,4.68,8.04,1.45,4.25,7.25,1,0,H,,,
SP1,2011-02-12,Ath Madrid,Valencia,1,2,A,2.1,3.4,3.4,2.15,3.57,3.76,2.09,3.34,3.46,1,1,D,,,
SP1,2011-02-12,Santander,Sevilla,3,2,H,3.0,3.4,2.3,3.25,3.45,2.6,2.93,3.27,2.38,2,1,H,,,
SP1,2011-02-12,Sp Gijon,Barcelona,1,1,D,15.0,8.0,1.14,19.22,8.1,1.2,14.82,7.14,1.16,1,0,H,,,
SP1,2011-02-13,Sociedad,Osasuna,1,0,H,2.1,3.25,3.6,2.18,3.43,4.0,2.08,3.27,3.55,0,0,D,,,
SP1,2011-02-13,Malaga,Getafe,2,2,D,2.1,3.4,3.4,2.2,3.57,3.64,2.11,3.35,3.37,0,2,A,,,
SP1,2011-02-13,La Coruna,Villarreal,1,0,H,3.5,3.3,2.1,3.75,3.57,2.17,3.43,3.33,2.1,0,0,D,,,
SP1,2011-02-13,Hercules,Zaragoza,2,1,H,2.0,3.4,3.75,2.1,3.53,3.93,2.02,3.34,3.64,0,1,A,,,
SP1,2011-02-13,Levante,Almeria,1,0,H,2.3,3.3,3.1,2.42,3.42,3.3,2.29,3.27,3.06,0,0,D,,,
SP1,2011-02-13,Espanol,Real Madrid,0,1,A,7.0,4.33,1.44,7.6,4.91,1.5,6.92,4.47,1.43,0,1,A,,,
SP1,2011-02-14,Mallorca,Ath Bilbao,1,0,H,2.1,3.4,3.4,2.25,3.5,3.48,2.16,3.3,3.27,1,0,H,,,
SP1,2011-02-19,Real Madrid,Levante,2,0,H,1.14,7.5,17.0,1.16,9.3,23.0,1.14,7.97,17.53,2,0,H,,,
SP1,2011-02-19,Valencia,Sp Gijon,0,0,D,1.44,4.33,7.0,1.55,4.33,7.5,1.49,4.09,6.82,0,0,D,,,
SP1,2011-02-19,Zaragoza,Ath Madrid,0,1,A,2.88,3.3,2.4,2.93,3.44,2.64,2.8,3.29,2.5,0,0,D,,,
SP1,2011-02-20,Almeria,La Coruna,1,1,D,2.05,3.3,3.6,2.18,3.46,3.75,2.11,3.29,3.51,0,0,D,,,
SP1,2011-02-20,Barcelona,Ath Bilbao,2,1,H,1.13,7.5,21.0,1.15,10.58,23.66,1.13,8.39,18.4,1,0,H,,,
SP1,2011-02-20,Getafe,Santander,0,1,A,1.8,3.5,4.5,1.89,3.64,4.68,1.84,3.45,4.34,0,0,D,,,
SP1,2011-02-20,Osasuna,Espanol,4,0,H,2.2,3.3,3.25,2.23,3.36,3.77,2.16,3.27,3.4,1,0,H,,,
SP1,2011-02-20,Sevilla,Hercules,1,0,H,1.57,3.8,6.0,1.61,4.28,6.5,1.57,3.89,5.89,1,0,H,,,
SP1,2011-02-20,Villarreal,Malaga,1,1,D,1.5,4.1,6.5,1.57,4.38,7.0,1.51,4.1,6.37,1,0,H,,,
SP1,2011-02-21,Sociedad,Mallorca,1,0,H,2.05,3.3,3.6,2.21,3.45,3.75,2.12,3.29,3.5,0,0,D,,,
SP1,2011-02-26,Mallorca,Barcelona,0,3,A,8.5,5.0,1.33,10.0,5.0,1.42,8.66,4.75,1.36,0,1,A,,,
SP1,2011-02-26,Sp Gijon,Zaragoza,0,0,D,1.91,3.4,4.0,2.02,3.54,4.26,1.94,3.36,3.99,0,0,D,,,
SP1,2011-02-26,Ath Madrid,Sevilla,2,2,D,2.1,3.4,3.4,2.25,3.52,3.6,2.12,3.32,3.43,0,1,A,,,
SP1,2011-02-26,Espanol,Sociedad,4,1,H,1.95,3.3,4.0,2.1,3.47,4.05,1.99,3.29,3.85,1,1,D,,,
SP1,2011-02-26,La Coruna,Real Madrid,0,0,D,7.5,4.5,1.4,9.4,5.0,1.45,8.01,4.56,1.39,0,0,D,,,
SP1,2011-02-27,Levante,Osasuna,2,1,H,2.4,3.2,3.0,2.4,3.35,3.32,2.33,3.23,3.04,1,1,D,,,
SP1,2011-02-27,Hercules,Getafe,0,0,D,2.3,3.3,3.1,2.41,3.44,3.2,2.31,3.28,3.04,0,0,D,,,
SP1,2011-02-27,Ath Bilbao,Valencia,1,2,A,2.3,3.3,3.1,2.4,3.5,3.27,2.31,3.29,3.04,1,0,H,,,
SP1,2011-02-27,Santander,Villarreal,2,2,D,2.8,3.25,2.5,2.94,3.5,2.65,2.8,3.21,2.51,1,0,H,,,
SP1,2011-02-28,Malaga,Almeria,3,1,H,1.85,3.4,4.33,1.91,3.71,4.59,1.87,3.42,4.13,0,1,A,,,
SP1,2011-03-01,Espanol,Mallorca,1,2,A,2.1,3.3,3.5,2.3,3.4,3.94,2.14,3.26,3.5,1,0,H,,,
SP1,2011-03-01,Sevilla,Sp Gijon,3,0,H,1.57,4.0,5.5,1.57,4.26,7.45,1.53,3.92,6.49,2,0,H,,,
SP1,2011-03-02,Getafe,Ath Madrid,1,1,D,2.7,3.25,2.6,2.84,3.52,2.77,2.64,3.29,2.61,1,0,H,,,
SP1,2011-03-02,Osasuna,La Coruna,0,0,D,1.95,3.3,4.0,2.05,3.4,4.4,1.95,3.29,3.99,0,0,D,,,
SP1,2011-03-02,Sociedad,Levante,1,1,D,1.91,3.4,4.0,1.96,3.62,4.45,1.9,3.41,4.06,0,0,D,,,
SP1,2011-03-02,Valencia,Barcelona,0,1,A,5.5,4.0,1.57,6.17,4.22,1.63,5.67,3.9,1.58,0,0,D,,,
SP1,2011-03-02,Villarreal,Hercules,1,0,H,1.5,4.0,7.0,1.55,4.33,7.72,1.49,3.98,6.95,1,0,H,,,
SP1,2011-03-02,Zaragoza,Ath Bilbao,2,1,H,2.6,3.25,2.7,2.73,3.4,2.88,2.58,3.25,2.69,0,1,A,,,
SP1,2011-03-03,Almeria,Santander,1,1,D,2.38,3.25,3.0,2.47,3.35,3.6,2.3,3.2,3.12,0,1,A,,,
SP1,2011-03-03,Real Madrid,Malaga,7,0,H,1.14,7.5,17.0,1.19,8.2,18.5,1.16,7.14,15.69,3,0,H,,,
SP1,2011-03-05,Barcelona,Zaragoza,1,0,H,1.1,9.0,21.0,1.12,11.02,30.0,1.1,9.56,21.19,1,0,H,,,
SP1,2011-03-05,Mallorca,Valencia,1,2,A,2.7,3.2,2.6,2.75,3.4,2.89,2.63,3.23,2.68,1,1,D,,,
SP1,2011-03-05,Ath Madrid,Villarreal,3,1,H,2.1,3.4,3.4,2.2,3.65,3.64,2.14,3.37,3.37,1,1,D,,,
SP1,2011-03-06,Sp Gijon,Getafe,2,0,H,2.3,3.25,3.1,2.38,3.36,3.52,2.27,3.24,3.17,2,0,H,,,
SP1,2011-03-06,Santander,Real Madrid,1,3,A,8.0,4.75,1.36,8.5,4.75,1.52,7.29,4.25,1.45,0,2,A,,,
SP1,2011-03-06,Levante,Espanol,1,0,H,2.38,3.2,3.0,2.5,3.42,3.29,2.36,3.26,3.01,1,0,H,,,
SP1,2011-03-06,Ath Bilbao,Sevilla,2,0,H,2.4,3.3,2.9,2.5,3.5,3.06,2.41,3.3,2.89,0,0,D,,,
SP1,2011-03-06,Malaga,Osasuna,0,1,A,2.0,3.3,3.75,2.1,3.57,4.0,2.03,3.33,3.66,0,0,D,,,
SP1,2011-03-06,Hercules,Almeria,1,2,A,2.0,3.4,3.75,2.05,3.56,4.05,1.99,3.35,3.77,0,0,D,,,
SP1,2011-03-07,La Coruna,Sociedad,2,1,H,2.2,3.25,3.25,2.26,3.4,3.75,2.17,3.24,3.39,1,0,H,,,
SP1,2011-03-12,Almeria,Ath Madrid,2,2,D,3.25,3.4,2.15,3.53,3.62,2.25,3.29,3.35,2.17,0,1,A,,,
SP1,2011-03-12,Real Madrid,Hercules,2,0,H,1.14,7.5,17.0,1.15,9.8,24.0,1.13,8.13,19.03,1,0,H,,,
SP1,2011-03-12,Zaragoza,Valencia,4,0,H,2.9,3.25,2.4,3.07,3.46,2.5,2.93,3.27,2.39,2,0,H,,,
SP1,2011-03-13,Espanol,La Coruna,2,0,H,2.0,3.3,3.8,2.1,3.45,4.42,1.96,3.29,3.91,0,0,D,,,
SP1,2011-03-13,Levante,Mallorca,1,1,D,2.25,3.2,3.25,2.28,3.4,3.55,2.23,3.24,3.22,1,0,H,,,
SP1,2011-03-13,Osasuna,Santander,3,1,H,2.0,3.3,3.8,2.15,3.4,4.17,2.04,3.25,3.72,2,0,H,,,
SP1,2011-03-13,Sevilla,Barcelona,1,1,D,7.5,4.5,1.4,8.67,5.31,1.45,7.72,4.62,1.39,0,1,A,,,
SP1,2011-03-13,Sociedad,Malaga,0,2,A,2.0,3.4,3.75,2.05,3.6,4.22,1.99,3.35,3.77,0,1,A,,,
SP1,2011-03-13,Villarreal,Sp Gijon,1,1,D,1.6,3.8,5.75,1.69,3.93,6.2,1.62,3.71,5.61,1,0,H,,,
SP1,2011-03-14,Getafe,Ath Bilbao,2,2,D,2.3,3.25,2.8,2.5,3.5,3.11,2.4,3.27,2.87,0,0,D,,,
SP1,2011-03-19,Mallorca,Zaragoza,1,0,H,1.95,3.4,3.8,2.0,3.53,4.33,1.94,3.36,4.0,0,0,D,,,
SP1,2011-03-19,Ath Madrid,Real Madrid,1,2,A,5.25,4.0,1.62,6.5,4.28,1.67,5.41,3.98,1.6,0,2,A,,,
SP1,2011-03-19,Barcelona,Getafe,2,1,H,1.13,8.5,17.0,1.15,9.7,29.0,1.12,8.65,19.38,1,0,H,,,
SP1,2011-03-20,Valencia,Sevilla,0,1,A,1.95,3.5,3.7,2.04,3.75,4.0,1.97,3.41,3.82,0,0,D,,,
SP1,2011-03-20,Sp Gijon,Almeria,1,0,H,1.91,3.4,4.0,2.05,3.49,4.4,1.95,3.32,3.99,1,0,H,,,
SP1,2011-03-20,Ath Bilbao,Villarreal,0,1,A,2.3,3.4,3.0,2.32,3.46,3.35,2.27,3.31,3.12,0,0,D,,,
SP1,2011-03-20,Malaga,Espanol,2,0,H,2.0,3.4,3.75,2.1,3.69,3.83,2.06,3.4,3.53,2,0,H,,,
SP1,2011-03-20,La Coruna,Levante,0,1,A,2.1,3.4,3.4,2.12,3.38,4.05,2.07,3.27,3.64,0,0,D,,,
SP1,2011-03-20,Santander,Sociedad,2,1,H,2.0,3.5,3.6,2.1,3.51,4.1,2.0,3.34,3.78,1,0,H,,,
SP1,2011-03-20,Hercules,Osasuna,0,4,A,2.15,3.25,3.4,2.2,3.35,3.84,2.14,3.24,3.47,0,2,A,,,
SP1,2011-04-02,Getafe,Valencia,2,4,A,2.8,3.25,2.5,3.0,3.52,2.6,2.87,3.3,2.44,1,0,H,,,
SP1,2011-04-02,Real Madrid,Sp Gijon,0,1,A,1.14,7.5,17.0,1.2,8.5,20.0,1.16,7.36,15.65,0,0,D,,,
SP1,2011-04-02,Villarreal,Barcelona,0,1,A,5.5,3.8,1.62,6.0,4.08,1.68,5.24,3.86,1.63,0,0,D,,,
SP1,2011-04-03,Espanol,Santander,1,2,A,1.91,3.4,4.0,2.01,3.61,4.3,1.94,3.39,3.97,1,0,H,,,
SP1,2011-04-03,La Coruna,Mallorca,2,1,H,2.3,3.2,3.1,2.51,3.3,3.3,2.37,3.19,3.04,0,1,A,,,
SP1,2011-04-03,Levante,Malaga,3,1,H,2.3,3.25,3.1,2.43,3.45,3.2,2.33,3.27,3.04,2,0,H,,,
SP1,2011-04-03,Osasuna,Ath Madrid,2,3,A,2.5,3.25,2.8,2.6,3.41,3.0,2.5,3.27,2.82,1,1,D,,,
SP1,2011-04-03,Sevilla,Zaragoza,3,1,H,1.53,4.0,6.0,1.59,4.3,6.8,1.54,3.97,6.08,1,0,H,,,
SP1,2011-04-03,Sociedad,Hercules,1,3,A,1.83,3.5,4.33,1.9,3.8,4.65,1.84,3.47,4.32,0,0,D,,,
SP1,2011-04-04,Almeria,Ath Bilbao,1,3,A,2.9,3.3,2.4,3.1,3.5,2.5,2.92,3.29,2.39,1,1,D,,,
SP1,2011-04-09,Barcelona,Almeria,3,1,H,1.11,8.5,21.0,1.12,12.0,32.0,1.09,9.99,22.59,0,0,D,,,
SP1,2011-04-09,Ath Bilbao,Real Madrid,0,3,A,4.5,3.75,1.73,4.8,4.08,1.83,4.47,3.75,1.76,0,1,A,,,
SP1,2011-04-09,Mallorca,Sevilla,2,2,D,2.6,3.2,2.75,2.79,3.41,2.8,2.61,3.26,2.7,2,1,H,,,
SP1,2011-04-10,Ath Madrid,Sociedad,3,0,H,1.53,4.0,6.0,1.62,4.58,7.0,1.53,4.0,6.22,2,0,H,,,
SP1,2011-04-10,Valencia,Villarreal,5,0,H,1.91,3.4,4.0,2.09,3.65,4.0,1.99,3.39,3.78,1,0,H,,,
SP1,2011-04-10,Hercules,Espanol,0,0,D,2.1,3.25,3.6,2.15,3.48,3.91,2.07,3.32,3.58,0,0,D,,,
SP1,2011-04-10,Santander,Levante,1,1,D,1.91,3.4,4.0,1.95,3.58,4.55,1.91,3.37,4.16,1,0,H,,,
SP1,2011-04-10,Malaga,La Coruna,0,0,D,1.75,3.5,4.75,1.83,3.69,5.09,1.79,3.53,4.54,0,0,D,,,
SP1,2011-04-10,Sp Gijon,Osasuna,1,0,H,2.0,3.4,3.75,2.1,3.42,4.16,2.03,3.29,3.77,0,0,D,,,
SP1,2011-04-11,Zaragoza,Getafe,2,1,H,2.1,3.3,3.5,2.19,3.4,3.8,2.12,3.28,3.43,2,1,H,,,
SP1,2011-04-16,Almeria,Valencia,0,3,A,3.8,3.4,2.0,4.0,3.75,2.06,3.68,3.44,2.0,0,0,D,,,
SP1,2011-04-16,Malaga,Mallorca,3,0,H,1.91,3.4,4.0,2.03,3.65,4.2,1.97,3.4,3.81,2,0,H,,,
SP1,2011-04-16,Real Madrid,Barcelona,1,1,D,2.75,3.6,2.38,2.9,3.8,2.8,2.74,3.45,2.47,0,0,D,,,
SP1,2011-04-16,Getafe,Sevilla,1,0,H,2.88,3.3,2.4,3.0,3.56,2.51,2.84,3.32,2.43,0,0,D,,,
SP1,2011-04-17,Espanol,Ath Madrid,2,2,D,2.7,3.25,2.6,2.9,3.52,2.7,2.71,3.29,2.56,1,1,D,,,
SP1,2011-04-17,La Coruna,Santander,2,0,H,2.1,3.25,3.5,2.25,3.3,3.87,2.15,3.19,3.51,1,0,H,,,
SP1,2011-04-17,Levante,Hercules,2,1,H,2.1,3.25,3.5,2.22,3.47,3.8,2.12,3.28,3.48,2,0,H,,,
SP1,2011-04-17,Osasuna,Ath Bilbao,1,2,A,2.4,3.25,2.9,2.52,3.4,3.2,2.41,3.25,2.94,0,0,D,,,
SP1,2011-04-17,Sociedad,Sp Gijon,2,1,H,2.1,3.25,3.5,2.27,3.42,3.75,2.15,3.26,3.43,1,0,H,,,
SP1,2011-04-18,Villarreal,Zaragoza,1,0,H,1.57,4.0,5.5,1.62,4.2,7.0,1.56,3.84,5.96,0,0,D,,,
SP1,2011-04-23,Ath Bilbao,Sociedad,2,1,H,1.62,3.75,5.5,1.68,4.09,6.0,1.64,3.8,5.35,2,1,H,,,
SP1,2011-04-23,Barcelona,Osasuna,2,0,H,1.2,6.0,15.0,1.22,7.5,17.0,1.18,6.7,14.64,1,0,H,,,
SP1,2011-04-23,Valencia,Real Madrid,3,6,A,2.38,3.5,2.8,2.5,3.6,3.2,2.38,3.39,2.88,0,4,A,,,
SP1,2011-04-24,Mallorca,Getafe,2,0,H,2.0,3.4,3.75,2.1,3.51,4.3,2.02,3.34,3.75,1,0,H,,,
SP1,2011-04-24,Ath Madrid,Levante,4,1,H,1.44,4.5,6.5,1.53,4.7,7.41,1.48,4.24,6.55,1,1,D,,,
SP1,2011-04-24,Sp Gijon,Espanol,1,0,H,2.0,3.4,3.75,2.06,3.46,4.3,1.99,3.34,3.83,0,0,D,,,
SP1,2011-04-24,Hercules,La Coruna,1,0,H,2.0,3.4,3.75,2.12,3.4,4.12,2.04,3.27,3.71,0,0,D,,,
SP1,2011-04-24,Santander,Malaga,1,2,A,2.3,3.3,3.1,2.52,3.41,3.3,2.36,3.25,3.01,0,2,A,,,
SP1,2011-04-24,Sevilla,Villarreal,3,2,H,1.95,3.5,3.75,2.0,3.75,4.18,1.96,3.48,3.78,2,0,H,,,
SP1,2011-04-25,Zaragoza,Almeria,1,0,H,1.8,3.5,4.5,1.83,3.82,5.0,1.78,3.58,4.46,0,0,D,,,
SP1,2011-04-30,Sociedad,Barcelona,2,1,H,7.5,4.5,1.4,8.0,4.8,1.48,7.32,4.49,1.42,0,1,A,,,
SP1,2011-04-30,La Coruna,Ath Madrid,0,1,A,3.3,3.4,2.15,3.4,3.6,2.3,3.18,3.33,2.22,0,0,D,,,
SP1,2011-04-30,Real Madrid,Zaragoza,2,3,A,1.3,5.5,9.0,1.34,6.0,12.0,1.28,5.34,10.37,0,1,A,,,
SP1,2011-05-01,Malaga,Hercules,3,1,H,1.73,3.75,4.5,1.8,3.82,5.18,1.75,3.62,4.6,1,1,D,,,
SP1,2011-05-01,Osasuna,Valencia,1,0,H,2.9,3.3,2.4,3.0,3.5,2.63,2.84,3.26,2.47,0,0,D,,,
SP1,2011-05-01,Santander,Mallorca,2,0,H,2.2,3.25,3.3,2.25,3.5,3.75,2.16,3.27,3.37,2,0,H,,,
SP1,2011-05-01,Villarreal,Getafe,2,1,H,1.8,3.5,4.75,1.95,3.61,4.8,1.83,3.46,4.36,0,1,A,,,
SP1,2011-05-01,Almeria,Sevilla,0,1,A,4.0,3.8,1.8,4.52,4.04,1.85,4.21,3.68,1.8,0,0,D,,,
SP1,2011-05-01,Levante,Sp Gijon,0,0,D,2.1,3.1,3.75,2.31,3.3,3.9,2.16,3.17,3.51,0,0,D,,,
SP1,2011-05-02,Espanol,Ath Bilbao,2,1,H,2.75,3.25,2.5,2.88,3.41,2.75,2.69,3.24,2.59,1,1,D,,,
